StudyID,Study,CaseID,Case,Participant,DRIPre,DRIPost
6,Biobanking,10.0,Biobanking_WA_Citizens,198.0,0.36871621433405255,0.6196021901938096
6,Biobanking,10.0,Biobanking_WA_Citizens,199.0,0.11747047671482491,0.38438767485523373
6,Biobanking,10.0,Biobanking_WA_Citizens,200.0,0.2570569950563757,0.6464803373477825
6,Biobanking,10.0,Biobanking_WA_Citizens,201.0,0.5042636097142137,0.5905003622770899
6,Biobanking,10.0,Biobanking_WA_Citizens,202.0,0.3665713007614524,0.529314588946757
6,Biobanking,10.0,Biobanking_WA_Citizens,203.0,-0.3856051556578036,0.513814576676942
6,Biobanking,10.0,Biobanking_WA_Citizens,220.0,0.07230193959831621,0.4342550474314717
6,Biobanking,11.0,Biobanking_WA_Stakeholders,204.0,0.37151852998864476,0.39220529774975965
6,Biobanking,11.0,Biobanking_WA_Stakeholders,205.0,0.2252822879952021,0.29289043526266867
6,Biobanking,11.0,Biobanking_WA_Stakeholders,206.0,0.3190584337379012,0.2871420568408285
6,Biobanking,11.0,Biobanking_WA_Stakeholders,207.0,0.19558760636493666,0.33298057434682127
6,Biobanking,11.0,Biobanking_WA_Stakeholders,208.0,0.4632216962350133,0.4921541990954561
6,Biobanking,11.0,Biobanking_WA_Stakeholders,209.0,0.5666725655886384,0.49363478310294506
6,Biobanking,11.0,Biobanking_WA_Stakeholders,210.0,0.38533478840075297,0.20123712131489646
6,Biobanking,11.0,Biobanking_WA_Stakeholders,211.0,0.4050715981654356,0.34249430770401124
6,Biobanking,11.0,Biobanking_WA_Stakeholders,212.0,0.45527535676188524,0.2994883902454253
6,Biobanking,11.0,Biobanking_WA_Stakeholders,213.0,0.42296696112118837,0.25123529332535655
6,Biobanking,11.0,Biobanking_WA_Stakeholders,214.0,0.17081360881298968,0.2693894408769675
6,Biobanking,11.0,Biobanking_WA_Stakeholders,215.0,0.2444365792151486,0.23492760632259757
6,Biobanking,11.0,Biobanking_WA_Stakeholders,216.0,0.17318890806038523,0.4308047092308702
6,Biobanking,11.0,Biobanking_WA_Stakeholders,217.0,0.241759943370349,0.402732756934171
6,Biobanking,11.0,Biobanking_WA_Stakeholders,218.0,0.19768368997232444,-0.7357363837941198
6,Biobanking,11.0,Biobanking_WA_Stakeholders,219.0,0.4966562943955326,0.2851321932092432
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,221.0,0.20768400728340874,0.5224194800059578
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,222.0,0.2741418782558602,0.4657220446290977
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,223.0,0.015028335086717304,0.20743015373030693
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,224.0,0.1470181022590593,0.04067141698801047
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,225.0,0.11115466355469339,0.30525450645073526
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,226.0,0.18727424716987184,0.30600709574847995
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,227.0,0.2842383675922604,0.36297134662192776
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,228.0,0.22374979558229358,0.0956272469011552
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,229.0,0.4833238718303421,0.4201087460125197
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,230.0,0.4316959891156875,0.10927048312051335
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,231.0,0.26810215637035495,0.5150734375936439
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,232.0,0.17435955307828,0.3587031874228419
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,233.0,-0.1200192193425097,0.2818563496538786
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,234.0,0.07219999933986188,0.4876233327763475
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,235.0,0.15660863515249335,0.2674256373148922
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,236.0,0.28959021597718726,0.5725177710021887
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,237.0,0.053285128343031785,0.35780973494969537
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,238.0,0.334675287630926,0.3848738516175403
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,239.0,0.048279232192465216,0.4039259660284127
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,240.0,0.40252735117528426,0.05408653157485266
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,241.0,0.19145771682636514,0.4650322344672386
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,242.0,0.16820234461709682,0.11372658226163357
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,243.0,0.3876755082926471,0.5322194940811324
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,244.0,0.23801876670198108,0.3973221088863663
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,245.0,0.27057093990609826,0.5817820080158567
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,246.0,0.08055111637043555,0.24072030991022353
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,247.0,0.16798059261142728,0.46998492074954856
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,248.0,0.1788675989449231,0.10921596125790445
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,249.0,0.31876793297475214,0.49677826316237117
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,250.0,0.11687551566493859,0.20706009575248152
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,251.0,-0.20934321113489684,0.5262221482430796
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,252.0,0.11767884480862634,0.29797077501902924
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,253.0,0.2184205788601612,0.35722157401711585
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,254.0,0.17679227653513263,0.24687373842889793
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,255.0,0.2557335321628147,0.3798270936252435
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,256.0,0.36184552152145644,0.49016322242044574
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,257.0,0.21040226576222998,0.3703994139640674
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,258.0,0.2967265929951979,0.3456400459751947
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,259.0,0.29215267729614136,0.4829641010978143
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,260.0,0.33440429272028016,0.23594042139988747
7,Fremantle Bridge 21st Century,12.0,Fremantle Bridge,261.0,0.4298078664848364,-0.0041639483155604395
8,Climate Change and the Public Sphere,13.0,CCPS,262.0,0.5102131339442053,0.6868420675564706
8,Climate Change and the Public Sphere,13.0,CCPS,263.0,0.6505556307386153,0.7044508484106633
8,Climate Change and the Public Sphere,13.0,CCPS,264.0,0.09694036920125604,0.5907976369767172
8,Climate Change and the Public Sphere,13.0,CCPS,265.0,0.6136304557586505,0.6002626907808217
8,Climate Change and the Public Sphere,13.0,CCPS,266.0,0.4617387365490251,0.5725824230866672
8,Climate Change and the Public Sphere,13.0,CCPS,267.0,0.6683986789176313,0.6740359446795714
8,Climate Change and the Public Sphere,13.0,CCPS,268.0,0.5514827938789018,0.6756032200982409
8,Climate Change and the Public Sphere,13.0,CCPS,269.0,0.6540384921168862,0.6815224300192695
8,Climate Change and the Public Sphere,13.0,CCPS,270.0,0.6092980166220989,0.6890217348195731
8,Climate Change and the Public Sphere,13.0,CCPS,271.0,0.4461451972861761,0.6263036722828823
8,Climate Change and the Public Sphere,13.0,CCPS,272.0,0.47987408933145526,0.7003551808527826
8,Climate Change and the Public Sphere,13.0,CCPS,273.0,0.5875415537858961,0.28735360344617256
8,Climate Change and the Public Sphere,13.0,CCPS,274.0,0.6302019990535257,0.6559585729897823
8,Climate Change and the Public Sphere,13.0,CCPS,275.0,0.5862708390610409,0.4011341975126419
8,Climate Change and the Public Sphere,13.0,CCPS,276.0,0.6030538032665176,0.6901141119512801
8,Climate Change and the Public Sphere,13.0,CCPS,277.0,0.6258893440637399,0.5605181388561333
8,Climate Change and the Public Sphere,13.0,CCPS,278.0,0.4514319936956568,0.6602701536345918
8,Climate Change and the Public Sphere,13.0,CCPS,279.0,0.5245936181572326,0.548742734328945
8,Climate Change and the Public Sphere,13.0,CCPS,280.0,0.549724451717869,0.6872412544096032
8,Climate Change and the Public Sphere,13.0,CCPS,281.0,0.5254072984620577,0.6386511590788739
8,Climate Change and the Public Sphere,13.0,CCPS,282.0,0.5235235436540147,0.5652048010940725
8,Climate Change and the Public Sphere,13.0,CCPS,283.0,0.5421069444224798,0.601445379582698
8,Climate Change and the Public Sphere,13.0,CCPS,284.0,0.3566433152596098,0.5861820702783009
8,Climate Change and the Public Sphere,13.0,CCPS,285.0,0.49088751446302603,0.7187166016458624
8,Climate Change and the Public Sphere,13.0,CCPS,286.0,0.49916999810790563,0.6512852689362707
8,Climate Change and the Public Sphere,13.0,CCPS,287.0,0.16009863164417437,0.6193257076112044
8,Climate Change and the Public Sphere,13.0,CCPS,288.0,0.563951576759014,0.6587525405303094
8,Climate Change and the Public Sphere,13.0,CCPS,289.0,0.45906783166655885,0.6910669041322526
8,Climate Change and the Public Sphere,13.0,CCPS,290.0,0.507386364119262,0.4848395980405815
8,Climate Change and the Public Sphere,13.0,CCPS,291.0,0.5676119103613446,0.6473921202087289
8,Climate Change and the Public Sphere,13.0,CCPS,292.0,0.7250422196596118,0.5277198521296167
8,Climate Change and the Public Sphere,13.0,CCPS,293.0,0.5553472259838161,0.6447100103289731
8,Climate Change and the Public Sphere,13.0,CCPS,294.0,0.6513704629546628,0.6184733118914703
8,Climate Change and the Public Sphere,13.0,CCPS,295.0,0.5767835254895988,0.6505218052376252
9,Energy Futures Study,14.0,Energy Futures_WA,296.0,0.12828686457824778,0.6153282636996464
9,Energy Futures Study,14.0,Energy Futures_WA,297.0,0.3772843390637084,0.572734452878336
9,Energy Futures Study,14.0,Energy Futures_WA,298.0,0.06364561886432529,0.5297551709499024
9,Energy Futures Study,14.0,Energy Futures_WA,299.0,0.21472736121063263,0.6021297636443645
9,Energy Futures Study,14.0,Energy Futures_WA,300.0,0.324512713162425,0.5138431991215586
9,Energy Futures Study,14.0,Energy Futures_WA,301.0,0.5570828467875988,0.4691813384118788
9,Energy Futures Study,14.0,Energy Futures_WA,302.0,0.17117554499586607,0.13341617592062183
9,Energy Futures Study,14.0,Energy Futures_WA,303.0,0.18625946710227903,0.48451633124315263
9,Energy Futures Study,14.0,Energy Futures_WA,304.0,0.6478808391772137,0.4534235291396431
9,Energy Futures Study,14.0,Energy Futures_WA,305.0,0.14498780774741782,0.52699946028844
9,Energy Futures Study,14.0,Energy Futures_WA,306.0,0.04187047534685129,0.5135048251636423
9,Energy Futures Study,14.0,Energy Futures_WA,307.0,0.5047567294966562,0.5904116120746996
9,Energy Futures Study,14.0,Energy Futures_WA,308.0,0.3626713067802798,0.5265459987437862
9,Energy Futures Study,14.0,Energy Futures_WA,309.0,0.3437091809247321,0.5294825240287979
9,Energy Futures Study,14.0,Energy Futures_WA,310.0,0.4425036149521848,0.6079120679400025
9,Energy Futures Study,14.0,Energy Futures_WA,311.0,0.24162417868939645,0.44182144549416136
9,Energy Futures Study,14.0,Energy Futures_WA,312.0,-0.4748433583152565,0.51741411905492
9,Energy Futures Study,14.0,Energy Futures_WA,313.0,-0.4271084016575495,0.24497178705202738
9,Energy Futures Study,14.0,Energy Futures_WA,314.0,0.656436184452655,0.07828202718319299
9,Energy Futures Study,14.0,Energy Futures_WA,315.0,0.2628595785863501,0.5766981882371489
9,Energy Futures Study,14.0,Energy Futures_WA,316.0,0.40990626365043425,0.5528648833185157
9,Energy Futures Study,14.0,Energy Futures_WA,317.0,0.23003694214052506,0.49973503366684
9,Energy Futures Study,15.0,Energy Futures_NSW,318.0,0.46746825029432837,0.45620973151875566
9,Energy Futures Study,15.0,Energy Futures_NSW,319.0,0.4173479723948239,0.50630981191393
9,Energy Futures Study,15.0,Energy Futures_NSW,320.0,0.48931301883044753,0.3168337260240979
9,Energy Futures Study,15.0,Energy Futures_NSW,321.0,0.23742991516352974,0.4822751362931592
9,Energy Futures Study,15.0,Energy Futures_NSW,322.0,0.32642116168869495,0.45135524733195953
9,Energy Futures Study,15.0,Energy Futures_NSW,323.0,0.48202173454623165,0.5541974058412118
9,Energy Futures Study,15.0,Energy Futures_NSW,324.0,0.0638921474720644,0.6211968931673602
9,Energy Futures Study,15.0,Energy Futures_NSW,325.0,0.15127755591524394,0.3405834693213523
9,Energy Futures Study,15.0,Energy Futures_NSW,326.0,0.4780649940367676,0.4301451165248076
9,Energy Futures Study,15.0,Energy Futures_NSW,327.0,0.006602982315925043,0.5531247586310748
9,Energy Futures Study,15.0,Energy Futures_NSW,328.0,0.18554573361914528,0.35575962534272754
9,Energy Futures Study,15.0,Energy Futures_NSW,329.0,-0.23732560905267497,0.5635057980052232
9,Energy Futures Study,15.0,Energy Futures_NSW,330.0,-0.018516239995945094,0.5426478736734079
9,Energy Futures Study,15.0,Energy Futures_NSW,331.0,0.37486705484604177,0.3854015126076571
9,Energy Futures Study,16.0,Energy Futures_Vic,332.0,0.10617021448629438,0.6909227682995511
9,Energy Futures Study,16.0,Energy Futures_Vic,333.0,0.26165797072785013,0.6095849628563883
9,Energy Futures Study,16.0,Energy Futures_Vic,334.0,0.18608318451531125,0.6303100401754054
9,Energy Futures Study,16.0,Energy Futures_Vic,335.0,0.4920588391924088,0.6691069728758559
9,Energy Futures Study,16.0,Energy Futures_Vic,336.0,0.17875646183214688,0.4425205411678883
9,Energy Futures Study,16.0,Energy Futures_Vic,337.0,0.16643158718413664,0.6220330636835416
9,Energy Futures Study,16.0,Energy Futures_Vic,338.0,0.36059170788658457,0.6841877244866996
9,Energy Futures Study,16.0,Energy Futures_Vic,339.0,-0.08946715933823679,0.6563198585937013
9,Energy Futures Study,16.0,Energy Futures_Vic,340.0,0.43663937093752114,0.6383451572610137
9,Energy Futures Study,16.0,Energy Futures_Vic,341.0,0.4081148625436708,0.658358339599673
9,Energy Futures Study,16.0,Energy Futures_Vic,342.0,0.3180643346573395,0.604954397415894
9,Energy Futures Study,16.0,Energy Futures_Vic,343.0,0.42116358854795877,0.5603213536233136
9,Energy Futures Study,16.0,Energy Futures_Vic,344.0,0.21231764812078358,0.6419513444560712
9,Energy Futures Study,16.0,Energy Futures_Vic,345.0,0.2781951408625629,0.6852786560999664
9,Energy Futures Study,16.0,Energy Futures_Vic,346.0,0.26965404732521026,0.5449228688700332
9,Energy Futures Study,16.0,Energy Futures_Vic,347.0,0.5421924316376538,0.5367274190557816
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,348.0,0.41119557730349054,0.5649317416441066
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,349.0,0.5347893463790929,0.2677356609489745
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,350.0,0.22971941203239843,0.04168704711531679
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,351.0,0.40053554903503796,0.30262562203254917
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,352.0,0.49559900120985145,0.4025776314009004
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,353.0,0.3393964749900429,0.4064198457856807
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,354.0,0.27026566720641676,0.2428670894886671
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,355.0,0.3320793248278566,0.14696024216745496
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,356.0,0.2519592895137337,0.3035731789557552
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,357.0,0.36395877661412057,0.4946731842811458
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,358.0,0.49080962601064937,0.4565565381760881
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,359.0,0.3309280397706851,0.28693106470789864
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,360.0,0.38895512653733566,0.061343220914999774
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,361.0,0.23141308422857332,0.2229808480396187
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,362.0,0.4195857833320906,0.5301156371560787
10,Valsamoggia Council Amalgamation,17.0,Valsamoggia,363.0,0.2623526591744063,0.16415125093133254
11,Great Barrier Reef Futures,18.0,GBR Futures,364.0,0.7196084206097713,0.5754360780463457
11,Great Barrier Reef Futures,18.0,GBR Futures,365.0,0.45692001778938973,0.37914371939717895
11,Great Barrier Reef Futures,18.0,GBR Futures,366.0,0.7356155125461155,0.7004451306281909
11,Great Barrier Reef Futures,18.0,GBR Futures,367.0,0.5103706224907865,0.8225597239805056
11,Great Barrier Reef Futures,18.0,GBR Futures,368.0,0.7536660402865707,0.7055334527052233
11,Great Barrier Reef Futures,18.0,GBR Futures,369.0,0.1372440386310576,0.6988608395184226
11,Great Barrier Reef Futures,18.0,GBR Futures,370.0,0.42016817603354895,0.6875002131912282
12,Human Genome Editing,0.19,AusCJ_Control,2000.0,0.5994163104170043,0.37078879381884344
12,Human Genome Editing,0.19,AusCJ_Control,2002.0,0.40854352114204917,0.3987114270648604
12,Human Genome Editing,0.19,AusCJ_Control,2004.0,0.487160909050369,0.5744541215247478
12,Human Genome Editing,0.19,AusCJ_Control,2006.0,0.48899387600835365,0.45085665792725527
12,Human Genome Editing,0.19,AusCJ_Control,2008.0,0.3458465214290827,0.6173472271659426
12,Human Genome Editing,0.19,AusCJ_Control,2010.0,0.26118123388462067,0.555865692577167
12,Human Genome Editing,0.19,AusCJ_Control,2012.0,0.32377192889025364,0.4153088605047628
12,Human Genome Editing,0.19,AusCJ_Control,2014.0,0.4903335292579065,0.19555033284525525
12,Human Genome Editing,0.19,AusCJ_Control,2016.0,0.31695835945245165,0.46675517608573447
12,Human Genome Editing,0.19,AusCJ_Control,2018.0,0.2147822856698296,0.4853286133213117
12,Human Genome Editing,0.19,AusCJ_Control,2020.0,0.43097005560317303,0.3667975284889111
12,Human Genome Editing,0.19,AusCJ_Control,2022.0,0.40997895581565147,0.5470269999782553
12,Human Genome Editing,0.19,AusCJ_Control,2024.0,0.4697571338347879,0.41964923456793035
12,Human Genome Editing,0.19,AusCJ_Control,2026.0,0.6173807724966263,0.32976273827268376
12,Human Genome Editing,0.19,AusCJ_Control,2028.0,0.4922232034792964,0.4224529399753796
12,Human Genome Editing,0.19,AusCJ_Control,2030.0,0.3036246231450159,0.40494141176270415
12,Human Genome Editing,0.19,AusCJ_Control,2032.0,0.449402280503006,0.5617906908453625
12,Human Genome Editing,0.19,AusCJ_Control,2034.0,0.6166081576359865,0.5174709810629872
12,Human Genome Editing,0.19,AusCJ_Control,2036.0,0.4331754517189792,0.4427645681264294
12,Human Genome Editing,19.0,AusCJ,371.0,0.6118489163943099,0.3046489647714645
12,Human Genome Editing,19.0,AusCJ,372.0,0.5407372018621968,0.4813040216036142
12,Human Genome Editing,19.0,AusCJ,373.0,0.33773329323804746,0.5448616471683383
12,Human Genome Editing,19.0,AusCJ,374.0,0.4046775711067596,0.4547691538410863
12,Human Genome Editing,19.0,AusCJ,375.0,0.1032422165403708,0.565338878563654
12,Human Genome Editing,19.0,AusCJ,376.0,0.3636492921941781,0.3760010744944551
12,Human Genome Editing,19.0,AusCJ,377.0,0.4505311060121975,0.6277659200676091
12,Human Genome Editing,19.0,AusCJ,378.0,-0.213569653874343,0.46813297621362393
12,Human Genome Editing,19.0,AusCJ,379.0,0.2715031204159972,0.6053762578995234
12,Human Genome Editing,19.0,AusCJ,380.0,0.294210415394935,0.5291067080168987
12,Human Genome Editing,19.0,AusCJ,381.0,0.46513793980570184,0.42793906342861066
12,Human Genome Editing,19.0,AusCJ,382.0,0.47679837918277856,0.3620299211740132
12,Human Genome Editing,19.0,AusCJ,383.0,0.23055617511756643,0.5639488615519639
12,Human Genome Editing,19.0,AusCJ,384.0,0.2893162978951793,0.4931117007155743
12,Human Genome Editing,19.0,AusCJ,385.0,0.5149165600976127,0.5449921278065755
12,Human Genome Editing,19.0,AusCJ,386.0,0.4219482672048944,0.5059064393843689
12,Human Genome Editing,19.0,AusCJ,387.0,0.14513507443832063,0.21116538380916317
